,Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id
7211,44*,70.96,3169,4809,36.84,65.89,132*,12,5,23,4,South Africa,Colombo (SSC),1610,48124
7212,11,61.11,3180,4827,36.55,65.87,132*,12,5,23,4,South Africa,Colombo (RPS),1614,48124
7213,2,40.00,3182,4832,36.15,65.85,132*,12,5,23,4,West Indies,Nairobi (Gym),1631,48124
7214,0,0.00,3182,4835,35.75,65.81,132*,12,6,23,4,Pakistan,Nairobi (Gym),1634,48124
7215,0,0.00,3182,4838,35.35,65.77,132*,12,7,23,4,India,Sharjah,1640,48124
7216,90,65.21,3272,4976,35.95,65.75,132*,12,7,24,4,Zimbabwe,Sharjah,1642,48124
7217,58,65.90,3330,5064,36.19,65.75,132*,12,7,25,4,Zimbabwe,Sharjah,1646,48124
7218,102*,91.89,3432,5175,37.30,66.31,132*,13,7,25,5,India,Sharjah,1650,48124
7219,9,37.50,3441,5199,37.00,66.18,132*,13,7,25,5,India,Sharjah,1652,48124
7220,2,15.38,3443,5212,36.62,66.05,132*,13,7,25,5,South Africa,Port Elizabeth,1661,48124
7221,36,63.15,3479,5269,36.62,66.02,132*,13,7,25,5,South Africa,East London,1662,48124
7222,51*,72.85,3530,5339,37.15,66.11,132*,14,7,26,5,South Africa,Paarl,1666,48124
7223,10,38.46,3540,5365,36.87,65.98,132*,14,7,26,5,South Africa,Cape Town,1668,48124
7224,20,71.42,3560,5393,36.70,66.01,132*,14,7,26,5,South Africa,Bloemfontein,1671,48124
7225,55,66.26,3615,5476,36.88,66.01,132*,14,7,27,5,South Africa,Johannesburg,1673,48124
7226,29,47.54,3644,5537,36.80,65.81,132*,14,7,27,5,New Zealand,Napier,1680,48124
7227,5,23.80,3649,5558,36.49,65.65,132*,14,7,27,5,New Zealand,Wellington,1682,48124
7228,59*,71.08,3708,5641,37.08,65.73,132*,15,7,28,5,New Zealand,Auckland,1684,48124
7229,76,87.35,3784,5728,37.46,66.06,132*,15,7,29,5,New Zealand,Christchurch,1688,48124
7230,40,44.94,3824,5817,37.49,65.73,132*,15,7,29,5,England,Dambulla,1694,48124
7231,57,62.63,3881,5908,37.67,65.69,132*,15,7,30,5,England,Colombo (RPS),1695,48124
7232,53*,57.60,3934,6000,38.19,65.56,132*,16,7,31,5,England,Colombo (SSC),1697,48124
7233,28,53.84,3962,6052,38.09,65.46,132*,16,7,31,5,Pakistan,Sharjah,1704,48124
7234,0,0.00,3962,6054,37.73,65.44,132*,16,8,31,5,New Zealand,Sharjah,1705,48124
7235,36,73.46,3998,6103,37.71,65.50,132*,16,8,31,5,Pakistan,Sharjah,1708,48124
7236,5,31.25,4003,6119,37.41,65.41,132*,16,8,31,5,New Zealand,Sharjah,1710,48124
7237,89,74.78,4092,6238,37.88,65.59,132*,16,8,32,5,Pakistan,Sharjah,1711,48124
7238,22,52.38,4114,6280,37.74,65.50,132*,16,8,32,5,New Zealand,Colombo (RPS),1735,48124
7239,5,83.33,4119,6286,37.44,65.52,132*,16,8,32,5,India,Colombo (RPS),1737,48124
7240,66,72.52,4185,6377,37.70,65.62,132*,16,8,33,5,New Zealand,Colombo (RPS),1738,48124
7241,34,65.38,4219,6429,37.66,65.62,132*,16,8,33,5,India,Colombo (RPS),1740,48124
7242,34,87.17,4253,6468,37.63,65.75,132*,16,8,33,5,New Zealand,Colombo (SSC),1741,48124
7243,1,20.00,4254,6473,37.31,65.71,132*,16,8,33,5,India,Colombo (SSC),1742,48124
7244,5,45.45,4259,6484,37.03,65.68,132*,16,8,33,5,India,Colombo (RPS),1744,48124
7245,92,83.63,4351,6594,37.50,65.98,132*,16,8,34,5,Zimbabwe,Sharjah,1765,48124
7246,21,55.26,4372,6632,37.36,65.92,132*,16,8,34,5,Pakistan,Sharjah,1767,48124
7247,9,50.00,4381,6650,37.12,65.87,132*,16,8,34,5,Zimbabwe,Sharjah,1769,48124
7248,24,66.66,4405,6686,37.01,65.88,132*,16,8,34,5,Pakistan,Sharjah,1771,48124
7249,0,0.00,4405,6695,36.70,65.79,132*,16,9,34,5,Pakistan,Sharjah,1772,48124
7250,23*,143.75,4428,6711,36.90,65.98,132*,17,9,34,5,Zimbabwe,Colombo (SSC),1776,48124
7251,11,50.00,4439,6733,36.68,65.92,132*,17,9,34,5,West Indies,Colombo (RPS),1778,48124
7252,4,33.33,4443,6745,36.41,65.87,132*,17,9,34,5,Zimbabwe,Colombo (RPS),1779,48124
7253,82*,68.90,4525,6864,37.09,65.92,132*,18,9,35,5,West Indies,Kandy,1780,48124
7254,38,74.50,4563,6915,37.09,65.98,132*,18,9,35,5,West Indies,Colombo (RPS),1782,48124
7255,6,42.85,4569,6929,36.84,65.94,132*,18,9,35,5,Pakistan,Sharjah,1825,48124
7256,61,59.80,4630,7031,37.04,65.85,132*,18,9,36,5,New Zealand,Sharjah,1826,48124
7257,77*,70.64,4707,7140,37.65,65.92,132*,19,9,37,5,Pakistan,Sharjah,1829,48124
7258,82,87.23,4789,7234,38.00,66.20,132*,19,9,38,5,New Zealand,Sharjah,1830,48124
7259,7,41.17,4796,7251,37.76,66.14,132*,19,9,38,5,Pakistan,Sharjah,1832,48124
7260,47,81.03,4843,7309,37.83,66.26,132*,19,9,38,5,England,Nottingham,1847,48124
7261,7,50.00,4850,7323,37.59,66.22,132*,19,9,38,5,India,The Oval,1849,48124
7262,18,50.00,4868,7359,37.44,66.15,132*,19,9,38,5,England,Leeds,1850,48124
7263,50,68.49,4918,7432,37.54,66.17,132*,19,9,39,5,India,Birmingham,1852,48124
7264,34,65.38,4952,7484,37.51,66.16,132*,19,9,39,5,England,Manchester,1853,48124
7265,53,71.62,5005,7558,37.63,66.22,132*,19,9,40,5,India,Bristol,1855,48124
7266,83,82.17,5088,7659,37.97,66.43,132*,19,9,41,5,Bangladesh,Colombo (SSC),1857,48124
7267,31*,77.50,5119,7699,38.20,66.48,132*,20,9,41,5,Bangladesh,Colombo (SSC),1858,48124
7268,20,74.07,5139,7726,38.06,66.51,132*,20,9,41,5,Bangladesh,Colombo (RPS),1859,48124
7269,42,57.53,5181,7799,38.09,66.43,132*,20,9,41,5,Pakistan,Tangier,1861,48124
7270,35,77.77,5216,7844,38.07,66.49,132*,20,9,41,5,South Africa,Tangier,1862,48124
7271,16,72.72,5232,7866,37.91,66.51,132*,20,9,41,5,Pakistan,Tangier,1863,48124
7272,16,76.19,5248,7887,37.75,66.53,132*,20,9,41,5,South Africa,Tangier,1865,48124
7273,25,62.50,5273,7927,37.66,66.51,132*,20,9,41,5,South Africa,Tangier,1866,48124
7274,8,44.44,5281,7945,37.45,66.46,132*,20,9,41,5,Pakistan,Colombo (RPS),1874,48124
7275,101,85.59,5382,8063,37.90,66.74,132*,20,9,41,6,Netherlands,Colombo (RPS),1878,48124
7276,51,45.13,5433,8176,37.99,66.45,132*,20,9,42,6,Australia,Colombo (RPS),1887,48124
7277,34,73.91,5467,8222,37.96,66.49,132*,20,9,42,6,India,Colombo (RPS),1888,48124
7278,10,58.82,5477,8239,37.77,66.47,132*,20,9,42,6,India,Colombo (RPS),1889,48124
7279,1,12.50,5478,8247,37.52,66.42,132*,20,9,42,6,South Africa,Johannesburg,1903,48124
7280,6,30.00,5484,8267,37.30,66.33,132*,20,9,42,6,South Africa,Centurion,1905,48124
7281,123*,101.65,5607,8388,38.14,66.84,132*,21,9,42,7,South Africa,Benoni,1908,48124
7282,39,84.78,5646,8434,38.14,66.94,132*,21,9,42,7,South Africa,Kimberley,1911,48124
7283,53,84.12,5699,8497,38.24,67.07,132*,21,9,43,7,South Africa,Bloemfontein,1912,48124
7284,38,65.51,5737,8555,38.24,67.06,132*,21,9,43,7,England,Brisbane,1922,48124
7285,3,33.33,5740,8564,38.01,67.02,132*,21,9,43,7,England,Perth,1924,48124
7286,15,57.69,5755,8590,37.86,66.99,132*,21,9,43,7,Australia,Perth,1925,48124
7287,101,81.45,5856,8714,38.27,67.20,132*,21,9,43,8,Australia,Sydney,1931,48124
7288,0,0.00,5856,8720,38.02,67.15,132*,21,10,43,8,England,Sydney,1934,48124
7289,70,69.30,5926,8821,38.23,67.18,132*,21,10,44,8,Australia,Brisbane,1936,48124
7290,12,85.71,5938,8835,38.06,67.20,132*,21,10,44,8,England,Adelaide,1937,48124
7291,26,61.90,5964,8877,37.98,67.18,132*,21,10,44,8,Australia,Melbourne,1939,48124
7292,6,35.29,5970,8894,37.78,67.12,132*,21,10,44,8,New Zealand,Bloemfontein,1944,48124
7293,69*,97.18,6039,8965,38.22,67.36,132*,22,10,45,8,Bangladesh,Pietermaritzburg,1950,48124
7294,24*,171.42,6063,8979,38.37,67.52,132*,23,10,45,8,Canada,Paarl,1958,48124
7295,23,60.52,6086,9017,38.27,67.49,132*,23,10,45,8,Kenya,Nairobi (Gym),1965,48124
7296,3,37.50,6089,9025,38.05,67.46,132*,23,10,45,8,West Indies,Cape Town,1973,48124
7297,124,96.12,6213,9154,38.59,67.87,132*,23,10,45,9,South Africa,Durban,1979,48124
7298,16,66.66,6229,9178,38.45,67.86,132*,23,10,45,9,Australia,Centurion,1982,48124
7299,0,0.00,6229,9185,38.21,67.81,132*,23,11,45,9,India,Johannesburg,1985,48124
7300,103*,81.10,6332,9312,38.84,67.99,132*,24,11,45,10,Zimbabwe,East London,1989,48124
7301,14,82.35,6346,9329,38.69,68.02,132*,24,11,45,10,Australia,Port Elizabeth,1991,48124
7302,13,44.82,6359,9358,38.53,67.95,132*,24,11,45,10,Pakistan,Sharjah,1995,48124
7303,19,65.51,6378,9387,38.42,67.94,132*,24,11,45,10,Kenya,Sharjah,1997,48124
7304,29,64.44,6407,9432,38.36,67.92,132*,24,11,45,10,Zimbabwe,Sharjah,1998,48124
7305,26,38.80,6433,9499,38.29,67.72,132*,24,11,45,10,Pakistan,Dambulla,2008,48124
7306,18,33.33,6451,9553,38.17,67.52,132*,24,11,45,10,New Zealand,Dambulla,2010,48124
7307,9,25.00,6460,9589,38.00,67.36,132*,24,11,45,10,Pakistan,Dambulla,2012,48124
7308,13,32.50,6473,9629,37.85,67.22,132*,24,11,45,10,New Zealand,Dambulla,2014,48124
7309,22,59.45,6495,9666,37.76,67.19,132*,24,11,45,10,West Indies,Bridgetown,2022,48124
7310,47,87.03,6542,9720,37.81,67.30,132*,24,11,45,10,West Indies,Bridgetown,2023,48124
7311,25,44.64,6567,9776,37.74,67.17,132*,24,11,45,10,West Indies,Kingstown,2024,48124
7313,1,11.11,6568,9785,37.53,67.12,132*,24,11,45,10,Australia,Dambulla,2102,48124
7314,47,69.11,6615,9853,37.58,67.13,132*,24,11,45,10,Australia,Dambulla,2103,48124
7315,3,18.75,6618,9869,37.38,67.05,132*,24,11,45,10,Australia,Colombo (RPS),2105,48124
7316,19,43.18,6637,9913,37.28,66.95,132*,24,11,45,10,Australia,Colombo (RPS),2106,48124
7317,0,0.00,6637,9923,37.07,66.88,132*,24,12,45,10,Australia,Colombo (SSC),2108,48124
7318,0,0.00,6637,9929,36.87,66.84,132*,24,13,45,10,Zimbabwe,Bulawayo,2119,48124
7319,21*,65.62,6658,9961,36.98,66.84,132*,25,13,45,10,Zimbabwe,Bulawayo,2120,48124
7321,38,63.33,6696,10021,36.99,66.81,132*,25,13,45,10,Zimbabwe,Harare,2124,48124
7322,50,66.66,6746,10096,37.06,66.81,132*,25,13,46,10,India,Dambulla,2148,48124
7323,19,55.88,6765,10130,36.96,66.78,132*,25,13,46,10,Pakistan,Colombo (RPS),2150,48124
7325,8,34.78,6773,10153,36.80,66.70,132*,25,13,46,10,India,Colombo (RPS),2153,48124
7326,65,74.71,6838,10240,36.96,66.77,132*,25,13,47,10,India,Colombo (RPS),2155,48124
7327,64,78.04,6902,10322,37.10,66.86,132*,25,13,48,10,South Africa,Colombo (RPS),2156,48124
7328,26,72.22,6928,10358,37.04,66.88,132*,25,13,48,10,South Africa,Colombo (RPS),2158,48124
7329,97*,69.28,7025,10498,37.56,66.91,132*,26,13,49,10,South Africa,Dambulla,2160,48124
7330,43,53.75,7068,10578,37.59,66.81,132*,26,13,49,10,Zimbabwe,The Oval,2173,48124
7331,1,14.28,7069,10585,37.40,66.78,132*,26,13,49,10,England,Southampton,2177,48124
7332,46,61.33,7115,10660,37.44,66.74,132*,26,13,49,10,Pakistan,Karachi,2185,48124
7334,111,97.36,7226,10774,37.83,67.06,132*,26,13,49,11,Pakistan,Lahore,2187,48124
7335,66,70.21,7292,10868,37.97,67.09,132*,26,13,50,11,Pakistan,Lahore,2188,48124
7336,4,36.36,7296,10879,37.80,67.06,132*,26,13,50,11,New Zealand,Auckland,2200,48124
7337,29,76.31,7325,10917,37.75,67.09,132*,26,13,50,11,India,Dambulla,2262,48124
7338,70,64.81,7395,11025,37.92,67.07,132*,26,13,51,11,West Indies,Dambulla,2264,48124
7339,29,55.76,7424,11077,37.87,67.02,132*,26,13,51,11,India,Dambulla,2265,48124
7340,11,50.00,7435,11099,37.74,66.98,132*,26,13,51,11,India,Colombo (RPS),2268,48124
7341,55,59.78,7490,11191,37.82,66.92,132*,26,13,52,11,Bangladesh,Colombo (SSC),2275,48124
7342,53*,123.25,7543,11234,38.09,67.14,132*,27,13,53,11,Bangladesh,Colombo (RPS),2277,48124
7343,1,50.00,7544,11236,37.90,67.14,132*,27,13,53,11,India,Nagpur,2286,48124
7344,4,33.33,7548,11248,37.74,67.10,132*,27,13,53,11,India,Mohali,2287,48124
7345,17,34.69,7565,11297,37.63,66.96,132*,27,13,53,11,India,Jaipur,2290,48124
7346,87,87.00,7652,11397,37.88,67.14,132*,27,13,54,11,India,Pune,2291,48124
7347,39,102.63,7691,11435,37.88,67.25,132*,27,13,54,11,India,Ahmedabad,2294,48124
7348,9,50.00,7700,11453,37.74,67.23,132*,27,13,54,11,India,Rajkot,2295,48124
7349,59,86.76,7759,11521,37.84,67.34,132*,27,13,55,11,India,Vadodara,2296,48124
7350,35,62.50,7794,11577,37.83,67.32,132*,27,13,55,11,New Zealand,Queenstown,2309,48124
7351,52,113.04,7846,11623,37.90,67.50,132*,27,13,56,11,New Zealand,Christchurch,2310,48124
7352,19,65.51,7865,11652,37.81,67.49,132*,27,13,56,11,New Zealand,Wellington,2311,48124
7353,69,101.47,7934,11720,37.96,67.69,132*,27,13,57,11,New Zealand,Napier,2312,48124
7354,9,81.81,7943,11731,37.82,67.70,132*,27,13,57,11,Australia,Melbourne (Docklands),2313,48124
7355,33,76.74,7976,11774,37.80,67.74,132*,27,13,57,11,South Africa,Brisbane,2315,48124
7356,31*,114.81,8007,11801,37.94,67.85,132*,28,13,57,11,Australia,Sydney,2317,48124
7357,23,57.50,8030,11841,37.87,67.81,132*,28,13,57,11,South Africa,Adelaide,2318,48124
7358,32,66.66,8062,11889,37.84,67.81,132*,28,13,57,11,Australia,Adelaide,2319,48124
7359,7,41.17,8069,11906,37.70,67.77,132*,28,13,57,11,South Africa,Perth,2321,48124
7360,80,65.57,8149,12028,37.90,67.75,132*,28,13,58,11,South Africa,Hobart,2325,48124
7361,53,68.83,8202,12105,37.97,67.75,132*,28,13,59,11,Australia,Adelaide,2326,48124
7362,24,68.57,8226,12140,37.90,67.75,132*,28,13,59,11,Australia,Sydney,2328,48124
7363,7,43.75,8233,12156,37.76,67.72,132*,28,13,59,11,Australia,Brisbane,2330,48124
7365,40,95.23,8273,12198,37.77,67.82,132*,28,13,59,11,Bangladesh,Mohali,2423,48124
7366,33*,110.00,8306,12228,37.92,67.92,132*,29,13,59,11,Zimbabwe,Ahmedabad,2425,48124
7368,36,67.92,8342,12281,37.91,67.92,132*,29,13,59,11,Pakistan,Jaipur,2431,48124
7369,10*,37.03,8352,12308,37.96,67.85,132*,30,13,59,11,New Zealand,Mumbai (BS),2433,48124
7370,2,40.00,8354,12313,37.80,67.84,132*,30,13,59,11,South Africa,Ahmedabad,2435,48124
7371,10*,62.50,8364,12329,37.84,67.84,132*,31,13,59,11,New Zealand,Napier,2468,48124
7372,22,62.85,8386,12364,37.77,67.82,132*,31,13,59,11,New Zealand,Queenstown,2469,48124
7373,28,107.69,8414,12390,37.73,67.90,132*,31,13,59,11,New Zealand,Christchurch,2470,48124
7374,34,45.33,8448,12465,37.71,67.77,132*,31,13,59,11,New Zealand,Auckland,2471,48124
7376,5*,71.42,8453,12472,37.73,67.77,132*,32,13,59,11,India,Kolkata,2514,48124
7377,15,62.50,8468,12496,37.63,67.76,132*,32,13,59,11,India,Rajkot,2520,48124
7378,42,68.85,8510,12557,37.65,67.77,132*,32,13,59,11,India,Margao,2522,48124
7379,19,51.35,8529,12594,37.57,67.72,132*,32,13,59,11,India,Visakhapatnam,2525,48124
7381,18,94.73,18,19,18.00,94.73,18,0,0,0,0,West Indies,Sydney,539,8189
7382,32,86.48,50,56,25.00,89.28,32,0,0,0,0,West Indies,Melbourne,540,8189
7383,12,92.30,62,69,20.66,89.85,32,0,0,0,0,Pakistan,Melbourne,549,8189
7384,42,79.24,104,122,26.00,85.24,42,0,0,0,0,West Indies,Sydney,550,8189
7385,22,88.00,126,147,25.20,85.71,42,0,0,0,0,West Indies,Sydney,552,8189
7386,5,83.33,131,153,21.83,85.62,42,0,0,0,0,West Indies,Sydney,553,8189
7387,14,100.00,145,167,20.71,86.82,42,0,0,0,0,Pakistan,Sydney,611,8189
7388,40,125.00,185,199,23.12,92.96,42,0,0,0,0,New Zealand,Sydney,642,8189
7389,7*,58.33,192,211,24.00,90.99,42,1,0,0,0,New Zealand,Adelaide,645,8189
7390,0,0.00,192,214,21.33,89.71,42,1,1,0,0,England,Perth,649,8189
7391,9,50.00,201,232,20.10,86.63,42,1,1,0,0,New Zealand,Melbourne,650,8189
7392,5,100.00,206,237,18.72,86.91,42,1,1,0,0,England,Brisbane,653,8189
7393,14,43.75,220,269,18.33,81.78,42,1,1,0,0,New Zealand,Hobart,654,8189
7394,62,89.85,282,338,21.69,83.43,62,1,1,1,0,England,Sydney,660,8189
7395,36,78.26,318,384,22.71,82.81,62,1,1,1,0,England,Melbourne,662,8189
7396,0,0.00,318,387,21.20,82.17,62,1,2,1,0,New Zealand,Sydney,663,8189
7397,3*,21.42,321,401,21.40,80.04,62,2,2,1,0,New Zealand,Melbourne,664,8189
7398,67,100.00,388,468,24.25,82.90,67,2,2,2,0,West Indies,Kingston,671,8189
7399,16,94.11,404,485,23.76,83.29,67,2,2,2,0,West Indies,Port of Spain,672,8189
7400,17,73.91,421,508,23.38,82.87,67,2,2,2,0,West Indies,Port of Spain,673,8189
7401,49,140.00,470,543,24.73,86.55,67,2,2,2,0,West Indies,Bridgetown,674,8189
7402,7,53.84,477,556,23.85,85.79,67,2,2,2,0,West Indies,Georgetown,675,8189
7404,17,68.00,494,581,23.52,85.02,67,2,2,2,0,West Indies,Brisbane,703,8189
7406,3,42.85,497,588,22.59,84.52,67,2,2,2,0,India,Melbourne,709,8189
7407,0,0.00,497,591,21.60,84.09,67,2,3,2,0,India,Sydney,711,8189
7408,2,40.00,499,596,20.79,83.72,67,2,3,2,0,New Zealand,Auckland,714,8189
7409,26,96.29,525,623,21.00,84.26,67,2,3,2,0,Sri Lanka,Adelaide,733,8189
7410,30,71.42,555,665,21.34,83.45,67,2,3,2,0,Pakistan,Perth,739,8189
7411,66*,169.23,621,704,23.88,88.21,67,3,3,3,0,Zimbabwe,Hobart,743,8189
7412,21,67.74,642,735,23.77,87.34,67,3,3,3,0,West Indies,Melbourne,749,8189
7413,31,103.33,673,765,24.03,87.97,67,3,3,3,0,Sri Lanka,Colombo (PSS),758,8189
7414,10,52.63,683,784,23.55,87.11,67,3,3,3,0,Sri Lanka,Colombo (RPS),762,8189
7415,52,82.53,735,847,24.50,86.77,67,3,3,4,0,Sri Lanka,Colombo (RPS),763,8189
7416,36,45.00,771,927,24.87,83.17,67,3,3,4,0,West Indies,Perth,769,8189
7417,17,68.00,788,952,24.62,82.77,67,3,3,4,0,West Indies,Sydney,771,8189
7418,13,92.85,801,966,24.27,82.91,67,3,3,4,0,Pakistan,Hobart,773,8189
7420,57,81.42,858,1036,25.23,82.81,67,3,3,5,0,West Indies,Melbourne,780,8189
7421,54,75.00,912,1108,26.05,82.31,67,3,3,6,0,West Indies,Brisbane,789,8189
7422,12,63.15,924,1127,25.66,81.98,67,3,3,6,0,Pakistan,Melbourne,790,8189
7423,11,68.75,935,1143,25.27,81.80,67,3,3,6,0,Pakistan,Sydney,791,8189
7424,51,72.85,986,1213,25.94,81.28,67,3,3,7,0,West Indies,Sydney,792,8189
7425,8,61.53,994,1226,25.48,81.07,67,3,3,7,0,West Indies,Melbourne,793,8189
7426,60,80.00,1054,1301,26.35,81.01,67,3,3,8,0,New Zealand,Dunedin,816,8189
7427,57,71.25,1111,1381,27.09,80.44,67,3,3,9,0,New Zealand,Christchurch,819,8189
7428,0,0.00,1111,1384,26.45,80.27,67,3,4,9,0,New Zealand,Wellington,822,8189
7429,108,82.44,1219,1515,28.34,80.46,108,3,4,9,1,New Zealand,Hamilton,825,8189
7430,83,100.00,1302,1598,29.59,81.47,108,3,4,10,1,New Zealand,Auckland,827,8189
7431,56,88.88,1358,1661,30.17,81.75,108,3,4,11,1,England,Manchester,830,8189
7432,113,92.62,1471,1783,31.97,82.50,113,3,4,11,2,England,Birmingham,831,8189
7433,14,60.86,1485,1806,31.59,82.22,113,3,4,11,2,England,Lord's,832,8189
7434,8,44.44,1493,1824,31.10,81.85,113,3,4,11,2,South Africa,Melbourne,860,8189
7435,21,91.30,1514,1847,30.89,81.97,113,3,4,11,2,New Zealand,Adelaide,861,8189
7436,36,48.00,1550,1922,31.00,80.64,113,3,4,11,2,South Africa,Sydney,862,8189
7437,53,67.94,1603,2000,31.43,80.15,113,3,4,12,2,New Zealand,Melbourne,863,8189
7438,10,52.63,1613,2019,31.01,79.89,113,3,4,12,2,South Africa,Brisbane,871,8189
7439,15,44.11,1628,2053,30.71,79.29,113,3,4,12,2,New Zealand,Sydney,872,8189
7440,14,53.84,1642,2079,30.40,78.98,113,3,4,12,2,South Africa,Perth,874,8189
7441,45*,84.90,1687,2132,31.24,79.12,113,4,4,12,2,New Zealand,Melbourne,875,8189
7442,36,70.58,1723,2183,31.32,78.92,113,4,4,12,2,South Africa,Melbourne,876,8189
7443,107,96.39,1830,2294,32.67,79.77,113,4,4,12,3,South Africa,Sydney,877,8189
7444,60,113.20,1890,2347,33.15,80.52,113,4,4,13,3,South Africa,Sydney,878,8189
7445,14,70.00,1904,2367,32.82,80.43,113,4,4,13,3,South Africa,Johannesburg,882,8189
7446,0,0.00,1904,2369,32.27,80.37,113,4,5,13,3,South Africa,Centurion,884,8189
7447,60,109.09,1964,2424,32.73,81.02,113,4,5,14,3,South Africa,Port Elizabeth,885,8189
7448,3,17.64,1967,2441,32.24,80.58,113,4,5,14,3,South Africa,Durban,886,8189
7449,21*,46.66,1988,2486,32.59,79.96,113,5,5,14,3,South Africa,East London,900,8189
7450,17,65.38,2005,2512,32.33,79.81,113,5,5,14,3,South Africa,Port Elizabeth,901,8189
7451,71,71.71,2076,2611,32.95,79.50,113,5,5,15,3,South Africa,Cape Town,902,8189
7452,13,36.11,2089,2647,32.64,78.91,113,5,5,15,3,South Africa,Bloemfontein,903,8189
7453,64*,77.10,2153,2730,33.64,78.86,113,6,5,16,3,Sri Lanka,Sharjah,905,8189
7454,16,61.53,2169,2756,33.36,78.70,113,6,5,16,3,India,Sharjah,910,8189
7455,23,63.88,2192,2792,33.21,78.51,113,6,5,16,3,Pakistan,Colombo (SSC),923,8189
7456,61,75.30,2253,2873,33.62,78.41,113,6,5,17,3,India,Colombo (RPS),924,8189
7457,24,61.53,2277,2912,33.48,78.19,113,6,5,17,3,Sri Lanka,Colombo (PSS),926,8189
7458,3,30.00,2280,2922,33.04,78.02,113,6,5,17,3,South Africa,Lahore,928,8189
7459,0,0.00,2280,2926,32.57,77.92,113,6,6,17,3,Pakistan,Multan,929,8189
7460,38,66.66,2318,2983,32.64,77.70,113,6,6,17,3,South Africa,Faisalabad,932,8189
7461,121*,90.29,2439,3117,34.35,78.24,121*,7,6,17,4,Pakistan,Rawalpindi,935,8189
7462,43,79.62,2482,3171,34.47,78.27,121*,7,6,17,4,South Africa,Peshawar,937,8189
7463,38,76.00,2520,3221,34.52,78.23,121*,7,6,17,4,Pakistan,Lahore,942,8189
7464,6*,66.66,2526,3230,34.60,78.20,121*,8,6,17,4,Zimbabwe,Perth,952,8189
7465,4,26.66,2530,3245,34.18,77.96,121*,8,6,17,4,England,Sydney,955,8189
7466,12,42.85,2542,3273,33.89,77.66,121*,8,6,17,4,Zimbabwe,Hobart,957,8189
7467,41,62.12,2583,3339,33.98,77.35,121*,8,6,17,4,England,Melbourne,969,8189
7468,11,47.82,2594,3362,33.68,77.15,121*,8,6,17,4,South Africa,Wellington,975,8189
7469,74,76.28,2668,3459,34.20,77.13,121*,8,6,18,4,New Zealand,Auckland,978,8189
7470,48,150.00,2716,3491,34.37,77.80,121*,8,6,18,4,India,Dunedin,979,8189
7471,46,97.87,2762,3538,34.52,78.06,121*,8,6,18,4,New Zealand,Auckland,983,8189
7472,29,90.62,2791,3570,34.45,78.17,121*,8,6,18,4,West Indies,Bridgetown,985,8189
7473,0,0.00,2791,3573,34.03,78.11,121*,8,7,18,4,West Indies,Port of Spain,986,8189
7474,26,70.27,2817,3610,33.93,78.03,121*,8,7,18,4,West Indies,Kingstown,988,8189
7475,70,120.68,2887,3668,34.36,78.70,121*,8,7,19,4,West Indies,Georgetown,989,8189
7476,53,81.53,2940,3733,34.58,78.75,121*,8,7,20,4,West Indies,Adelaide,1023,8189
7477,15,39.47,2955,3771,34.36,78.36,121*,8,7,20,4,West Indies,Melbourne,1024,8189
7478,55,78.57,3010,3841,34.59,78.36,121*,8,7,21,4,Sri Lanka,Sydney,1026,8189
7479,16,42.10,3026,3879,34.38,78.00,121*,8,7,21,4,West Indies,Sydney,1028,8189
7480,5,45.45,3031,3890,34.05,77.91,121*,8,7,21,4,West Indies,Brisbane,1031,8189
7481,0,0.00,3031,3894,33.67,77.83,121*,8,8,21,4,Sri Lanka,Melbourne,1032,8189
7482,130,90.27,3161,4038,34.73,78.28,130,8,8,21,5,Sri Lanka,Perth,1035,8189
7483,6,35.29,3167,4055,34.42,78.10,130,8,8,21,5,Sri Lanka,Melbourne,1039,8189
7484,4,40.00,3171,4065,34.09,78.00,130,8,8,21,5,Sri Lanka,Melbourne,1041,8189
7485,73,89.02,3244,4147,34.51,78.22,130,8,8,22,5,Sri Lanka,Sydney,1043,8189
7486,130,101.56,3374,4275,35.51,78.92,130,8,8,22,6,Kenya,Visakhapatnam,1058,8189
7487,126,93.33,3500,4410,36.45,79.36,130,8,8,22,7,India,Mumbai,1065,8189
7488,76*,69.72,3576,4519,37.25,79.13,130,9,8,23,7,Zimbabwe,Nagpur,1068,8189
7489,30,48.38,3606,4581,37.17,78.71,130,9,8,23,7,West Indies,Jaipur,1072,8189
7490,110,98.21,3716,4693,37.91,79.18,130,9,8,23,8,New Zealand,Chennai,1080,8189
7491,0,0.00,3716,4695,37.53,79.14,130,9,9,23,8,West Indies,Mohali,1082,8189
7492,12,80.00,3728,4710,37.28,79.15,130,9,9,23,8,Sri Lanka,Lahore,1083,8189
7493,18,66.66,3746,4737,37.08,79.07,130,9,9,23,8,Zimbabwe,Colombo (RPS),1105,8189
7494,50,90.90,3796,4792,37.21,79.21,130,9,9,24,8,Sri Lanka,Colombo (RPS),1108,8189
7495,23,69.69,3819,4825,37.07,79.15,130,9,9,24,8,India,Colombo (SSC),1113,8189
7496,9,75.00,3828,4837,36.80,79.13,130,9,9,24,8,Sri Lanka,Colombo (RPS),1114,8189
7497,50,73.52,3878,4905,36.93,79.06,130,9,9,25,8,South Africa,Indore,1128,8189
